ts,filtered_altitude_AGL,filtered_acceleration
-0.75,-0.5906906127929688,0.0477142333984375
-0.74,-0.5906906127929688,0.0477142333984375
-0.73,-0.49591064453125,0.0477142333984375
-0.72,-0.49591064453125,0.0477142333984375
-0.71,-0.41754913330078125,0.0477142333984375
-0.7,-0.49591064453125,0.0477142333984375
-0.69,-1.00146484375,0.0477142333984375
-0.68,-1.41107177734375,0.0477142333984375
-0.67,-1.00146484375,0.05725669860839844
-0.66,-0.7384414672851562,0.05725669860839844
-0.65,-1.00146484375,0.05725669860839844
-0.64,-1.00146484375,0.0477142333984375
-0.63,-0.7384414672851562,0.0477142333984375
-0.62,-0.7384414672851562,0.0477142333984375
-0.61,-0.3998870849609375,0.0477142333984375
-0.6,-0.3998870849609375,0.0477142333984375
-0.59,-0.148345947265625,0.03817176818847656
-0.58,-0.148345947265625,0.03817176818847656
-0.57,-0.148345947265625,0.03817176818847656
-0.56,-0.148345947265625,0.03817176818847656
-0.55,-0.148345947265625,0.03817176818847656
-0.54,-0.148345947265625,0.03817176818847656
-0.53,-0.148345947265625,0.03817176818847656
-0.52,-0.148345947265625,0.02862834930419922
-0.51,-0.148345947265625,0.0477142333984375
-0.5,0.35726165771484375,0.0477142333984375
-0.49,0.5265350341796875,0.0477142333984375
-0.48,0.5265350341796875,0.0477142333984375
-0.47,0.7730331420898438,0.0477142333984375
-0.46,0.5265350341796875,0.0477142333984375
-0.45,0.7730331420898438,0.0477142333984375
-0.44,0.7730331420898438,0.0477142333984375
-0.43,0.0159759521484375,0.0477142333984375
-0.42,0.0159759521484375,0.0477142333984375
-0.41,-0.9899673461914062,0.0477142333984375
-0.4,-0.9899673461914062,0.0477142333984375
-0.39,-0.14354705810546875,0.0477142333984375
-0.38,-0.9899673461914062,0.0477142333984375
-0.37,-0.6455230712890625,0.0477142333984375
-0.36,-0.6455230712890625,0.0477142333984375
-0.35,-1.2419281005859375,0.0477142333984375
-0.34,-0.6455230712890625,0.0477142333984375
-0.33,-0.5559463500976562,0.0477142333984375
-0.32,-0.30669403076171875,0.0477142333984375
-0.31,-0.30669403076171875,0.0477142333984375
-0.3,-0.30669403076171875,0.03817176818847656
-0.29,-0.05721282958984375,0.03817176818847656
-0.28,0.1915130615234375,0.03817176818847656
-0.27,0.1915130615234375,0.0477142333984375
-0.26,0.1915130615234375,0.03817176818847656
-0.25,0.1915130615234375,0.03817176818847656
-0.24,0.1915130615234375,0.0477142333984375
-0.23,0.02500152587890625,0.0477142333984375
-0.22,-0.05010223388671875,0.0477142333984375
-0.21,-0.05010223388671875,0.06680011749267578
-0.2,-0.05010223388671875,0.06680011749267578
-0.19,-0.21877288818359375,0.06680011749267578
-0.18,-0.21877288818359375,0.0954275131225586
-0.17,-0.21877288818359375,0.10497093200683594
-0.16,-0.21712493896484375,0.10497093200683594
-0.15,-0.21877288818359375,0.5343961715698242
-0.14,-0.21877288818359375,0.5534820556640625
-0.13,-0.29843902587890625,1.0019941329956055
-0.12,-0.29843902587890625,1.049708366394043
-0.11,-0.29843902587890625,2.6528987884521484
-0.1,-0.29843902587890625,5.277169227600098
-0.09,-0.29843902587890625,8.130467414855957
-0.08,0.5363311767578125,12.052557945251465
-0.07,-0.6368560791015625,15.888766288757324
-0.06,0.5363311767578125,18.484405517578125
-0.05,1.942108154296875,21.146846771240234
-0.04,1.942108154296875,23.66614532470703
-0.03,0.6777267456054688,23.66614532470703
-0.02,1.942108154296875,26.319046020507812
-0.01,1.942108154296875,28.991031646728516
0.0,1.9396591186523438,38.2570915222168
0.01,0.9341888427734375,38.963260650634766
0.02,1.5272598266601562,41.27261734008789
0.03,1.5272598266601562,43.54380416870117
0.04,1.5272598266601562,45.06111145019531
0.05,1.5272598266601562,45.099281311035156
0.06,1.5272598266601562,46.368473052978516
0.07,1.5272598266601562,47.68538284301758
0.08,1.5272598266601562,48.21023178100586
0.09,-3.0122451782226562,49.498512268066406
0.1,1.5272598266601562,50.071083068847656
0.11,-0.9116058349609375,51.29256057739258
0.12,-0.9116058349609375,51.55021286010742
0.13,-3.0122451782226562,52.38998031616211
0.14,-0.9116058349609375,52.895748138427734
0.15,-0.9116058349609375,53.019805908203125
0.16,-2.0874404907226562,54.52756881713867
0.17,-0.9116058349609375,54.71842575073242
0.18,-0.9116058349609375,55.138301849365234
0.19,-0.9116058349609375,55.67271041870117
0.2,-0.5760345458984375,56.26436233520508
0.21,-0.5760345458984375,56.52201461791992
0.22,0.43334197998046875,57.30452346801758
0.23,0.43334197998046875,57.31406021118164
0.24,2.7030868530273438,57.56217575073242
0.25,3.1232147216796875,58.00114822387695
0.26,3.1232147216796875,58.144290924072266
0.27,3.5433502197265625,58.40194320678711
0.28,3.1232147216796875,58.821834564208984
0.29,3.1232147216796875,58.92679977416992
0.3,3.5433502197265625,59.24171829223633
0.31,3.5433502197265625,59.260799407958984
0.32,3.5433502197265625,60.15781784057617
0.33,3.5433502197265625,60.61587905883789
0.34,2.6185379028320312,60.66359329223633
0.35,2.6185379028320312,60.86398696899414
0.36,2.6185379028320312,62.047298431396484
0.37,4.721824645996094,62.20952224731445
0.38,4.301689147949219,62.41946792602539
0.39,2.7876434326171875,62.839351654052734
0.4,2.7876434326171875,62.953861236572266
0.41,4.301689147949219,63.25923538208008
0.42,4.63726806640625,63.84135055541992
0.43,4.97283935546875,63.89860153198242
0.44,5.3956146240234375,64.11808776855469
0.45,5.646629333496094,64.1944351196289
0.46,5.646629333496094,64.73837280273438
0.47,5.900299072265625,65.024658203125
0.48,6.0667572021484375,65.024658203125
0.49,8.170051574707031,65.0819091796875
0.5,8.339157104492188,65.29185485839844
0.51,8.339157104492188,65.3109359741211
0.52,8.339157104492188,65.53997039794922
0.53,8.674728393554688,65.6163101196289
0.54,8.843841552734375,65.70219421386719
0.55,8.928398132324219,65.8357925415039
0.56,8.928398132324219,66.20796203613281
0.57,9.517631530761719,66.83778381347656
0.58,8.928398132324219,66.88550567626953
0.59,9.517631530761719,66.91413116455078
0.6,10.611549377441406,66.97138977050781
0.61,12.041046142578125,67.38172912597656
0.62,12.041046142578125,67.57258605957031
0.63,12.461174011230469,67.66800689697266
0.64,12.461174011230469,68.77497100830078
0.65,12.71484375,68.89903259277344
0.66,12.71484375,69.18531036376953
0.67,13.724205017089844,69.19486236572266
0.68,13.977867126464844,69.27120208740234
0.69,14.397994995117188,69.61474609375
0.7,14.818122863769531,69.6719970703125
0.71,14.818122863769531,69.8246841430664
0.72,15.83013916015625,69.94874572753906
0.73,16.081153869628906,70.37816619873047
0.74,16.67302703857422,70.52130889892578
0.75,17.00860595703125,70.58810424804688
0.76,17.428733825683594,70.93164825439453
0.77,17.428733825683594,70.94119262695312
0.78,17.428733825683594,71.06524658203125
0.79,18.18708038330078,71.19884490966797
0.8,18.776321411132812,71.27518463134766
0.81,20.37757110595703,71.59964752197266
0.82,20.462112426757812,71.71416473388672
0.83,20.797698974609375,71.93363952636719
0.84,22.06072235107422,72.04816436767578
0.85,22.229835510253906,72.20083618164062
0.86,22.229835510253906,72.33444213867188
0.87,22.39893341064453,72.42032623291016
0.88,22.39893341064453,72.69706726074219
0.89,22.737159729003906,72.78295135498047
0.9,24.927642822265625,73.221923828125
0.91,25.17865753173828,73.30780792236328
0.92,26.021560668945312,73.36505889892578
0.93,26.106117248535156,73.37460327148438
0.94,26.695350646972656,74.00443267822266
0.95,28.045578002929688,74.11894226074219
0.96,28.13013458251953,74.16665649414062
0.97,28.296592712402344,74.23345947265625
0.98,28.296592712402344,74.37659454345703
0.99,28.88848114013672,74.93008422851562
1.0,30.743385314941406,74.97779846191406
1.01,31.16352081298828,75.2449951171875
1.02,31.41716766357422,75.64579772949219
1.03,32.68285369873047,75.93207550048828
1.04,33.01842498779297,75.95116424560547
1.05,33.441184997558594,76.15156555175781
1.06,33.77941131591797,76.70503997802734
1.07,35.97254180908203,76.71458435058594
1.08,35.97254180908203,76.78138732910156
1.09,36.057090759277344,76.92453002929688
1.1,36.56177520751953,77.2012710571289
1.11,36.81543731689453,77.23944091796875
1.12,37.407310485839844,77.40167236328125
1.13,38.92400360107422,77.57344055175781
1.14,39.093116760253906,77.90744018554688
1.15,39.600440979003906,77.97423553466797
1.16,40.78156280517578,78.16509246826172
1.17,42.04723358154297,78.31777954101562
1.18,43.735679626464844,78.49909210205078
1.19,43.820228576660156,78.5658950805664
1.2,43.90477752685547,78.61360168457031
1.21,44.073890686035156,78.95714569091797
1.22,45.170448303222656,79.13845825195312
1.23,47.11255645751953,79.66331481933594
1.24,47.197105407714844,79.70148468017578
1.25,47.197105407714844,79.75874328613281
1.26,48.04265594482422,80.02593994140625
1.27,49.561988830566406,80.19770812988281
1.28,50.830299377441406,80.47444915771484
1.29,51.16852569580078,80.5985107421875
1.3,52.01140594482422,80.9897689819336
1.31,53.617958068847656,81.21878814697266
1.32,54.29438018798828,81.32376861572266
1.33,54.71715545654297,81.6482162475586
1.34,54.80170440673828,81.93450164794922
1.35,55.139930725097656,81.95358276367188
1.36,56.82836151123047,82.07764434814453
1.37,58.09668731689453,82.47843933105469
1.38,58.18122100830078,82.49752807617188
1.39,60.464195251464844,82.79335021972656
1.4,61.14063262939453,82.92695617675781
1.41,61.225196838378906,83.09872436523438
1.42,62.07073211669922,83.2132339477539
1.43,62.32439422607422,83.58541107177734
1.44,62.916282653808594,83.70946502685547
1.45,64.69454193115234,83.9766616821289
1.46,65.37097930908203,84.14842987060547
1.47,65.37097930908203,84.34883117675781
1.48,67.73851776123047,84.34883117675781
1.49,69.43224334716797,84.91184997558594
1.5,69.77043914794922,84.92140197753906
1.51,71.2078628540039,84.96910858154297
1.52,71.3796157836914,85.01683044433594
1.53,73.41156768798828,85.29356384277344
1.54,74.8489761352539,85.38899230957031
1.55,74.8489761352539,85.76116943359375
1.56,75.78173065185547,85.8375015258789
1.57,76.2044906616211,85.85659790039062
1.58,78.74640655517578,86.0665283203125
1.59,80.1019058227539,86.08561706542969
1.6,81.79564666748047,86.36236572265625
1.61,82.21842193603516,86.53413391113281
1.62,82.21842193603516,86.62956237792969
1.63,85.1011734008789,86.62956237792969
1.64,85.69306182861328,87.02082061767578
1.65,87.3894271850586,87.43115997314453
1.66,87.55854034423828,87.8033218383789
1.67,89.2549057006836,87.8033218383789
1.68,90.18766021728516,88.08006286621094
1.69,91.03583526611328,88.93891906738281
1.7,92.39397430419922,89.20611572265625
1.71,93.4112777709961,89.39697265625
1.72,94.5976791381836,89.67371368408203
