ts,filtered_altitude_AGL,filtered_acceleration
-0.75,0.01775360107421875,-0.23224449157714844
-0.74,0.0177154541015625,-0.23224449157714844
-0.73,0.0177154541015625,-0.23224449157714844
-0.72,-0.1467132568359375,-0.23224449157714844
-0.71,-0.3157806396484375,-0.23224449157714844
-0.7,-0.1467132568359375,-0.24153423309326172
-0.69,0.1040496826171875,-0.24153423309326172
-0.68,0.5269851684570312,-0.22295379638671875
-0.67,0.1040496826171875,-0.21366500854492188
-0.66,0.26842498779296875,-0.21366500854492188
-0.65,0.26842498779296875,-0.21366500854492188
-0.64,-0.1467132568359375,-0.21366500854492188
-0.63,-0.065521240234375,-0.21366500854492188
-0.62,0.26842498779296875,-0.22295379638671875
-0.61,0.26842498779296875,-0.22295379638671875
-0.6,0.01572418212890625,-0.23224449157714844
-0.59,-0.065521240234375,-0.23224449157714844
-0.58,-0.065521240234375,-0.23224449157714844
-0.57,-0.8223648071289062,-0.23224449157714844
-0.56,-0.8223648071289062,-0.23224449157714844
-0.55,-0.065521240234375,-0.23224449157714844
-0.54,-0.8223648071289062,-0.23224449157714844
-0.53,-0.8223648071289062,-0.23224449157714844
-0.52,-0.8223648071289062,-0.23224449157714844
-0.51,-0.8223648071289062,-0.23224449157714844
-0.5,-0.814697265625,-0.21366500854492188
-0.49,-0.142364501953125,-0.21366500854492188
-0.48,0.1098480224609375,-0.21366500854492188
-0.47,0.1098480224609375,-0.21366500854492188
-0.46,-0.142364501953125,-0.21366500854492188
-0.45,-0.142364501953125,-0.22295379638671875
-0.44,-0.142364501953125,-0.21366500854492188
-0.43,-0.142364501953125,-0.2043752670288086
-0.42,-0.14862060546875,-0.17650508880615234
-0.41,-0.23270416259765625,-0.2043752670288086
-0.4,-0.23270416259765625,-0.2043752670288086
-0.39,-0.23270416259765625,-0.22295379638671875
-0.38,-0.38732147216796875,-0.22295379638671875
-0.37,-0.9742965698242188,-0.22295379638671875
-0.36,-0.9742965698242188,-0.2601137161254883
-0.35,-0.46555328369140625,-0.2601137161254883
-0.34,-0.46555328369140625,-0.2601137161254883
-0.33,-0.38732147216796875,-0.2601137161254883
-0.32,0.03780364990234375,-0.18579578399658203
-0.31,-0.0472412109375,-0.12076759338378906
-0.3,-0.46555328369140625,-0.1021881103515625
-0.29,-0.0472412109375,-0.037158966064453125
-0.28,-0.0472412109375,-0.018579483032226562
-0.27,0.03780364990234375,0.018579483032226562
-0.26,0.03780364990234375,0.17650508880615234
-0.25,0.03780364990234375,0.5109376907348633
-0.24,-0.0472412109375,0.817500114440918
-0.23,-0.0472412109375,1.4399147033691406
-0.22,-0.05059051513671875,2.2202558517456055
-0.21,0.537567138671875,2.3874711990356445
-0.2,0.537567138671875,3.1399431228637695
-0.19,0.70526123046875,4.106080055236816
-0.18,0.537567138671875,4.421932220458984
-0.17,0.70526123046875,5.248722076416016
-0.16,0.70526123046875,5.964034080505371
-0.15,0.70526123046875,7.348210334777832
-0.14,0.70526123046875,8.59304141998291
-0.13,0.9563827514648438,10.478863716125488
-0.12,0.9563827514648438,12.392556190490723
-0.11,0.9563827514648438,14.900795936584473
-0.1,0.9563827514648438,17.28826904296875
-0.09,0.9563827514648438,19.84295654296875
-0.08,0.944305419921875,22.806392669677734
-0.07,0.944305419921875,27.144718170166016
-0.06,0.944305419921875,27.683521270751953
-0.05,0.944305419921875,29.123435974121094
-0.04,0.944305419921875,30.99997329711914
-0.03,2.4534378051757812,41.079376220703125
-0.02,4.1287384033203125,57.382930755615234
-0.01,4.1287384033203125,62.48301315307617
0.0,4.357208251953125,64.22019958496094
0.01,4.907325744628906,67.47161865234375
0.02,5.274101257324219,67.9825668334961
0.03,5.43231201171875,67.9825668334961
0.04,5.43231201171875,72.5438461303711
0.05,5.43231201171875,72.5438461303711
0.06,5.43231201171875,72.5438461303711
0.07,5.232696533203125,73.56571197509766
0.08,5.9910430908203125,72.88756561279297
0.09,6.411170959472656,72.88756561279297
0.1,7.0849609375,72.88756561279297
0.11,6.918495178222656,73.31488800048828
0.12,6.918495178222656,73.31488800048828
0.13,6.918495178222656,73.31488800048828
0.14,6.918495178222656,73.31488800048828
0.15,6.918495178222656,73.17554473876953
0.16,7.0849609375,73.17554473876953
0.17,7.676841735839844,73.17554473876953
0.18,7.676841735839844,73.17554473876953
0.19,7.758750915527344,73.17554473876953
0.2,9.275436401367188,72.53455352783203
0.21,9.275436401367188,72.53455352783203
0.22,9.275436401367188,72.53455352783203
0.23,9.529106140136719,72.13509368896484
0.24,9.529106140136719,72.38591766357422
0.25,9.529106140136719,72.38591766357422
0.26,9.275436401367188,72.13509368896484
0.27,9.529106140136719,72.13509368896484
0.28,9.951881408691406,72.13509368896484
0.29,9.951881408691406,72.13509368896484
0.3,9.951881408691406,72.13509368896484
0.31,10.118339538574219,71.85639190673828
0.32,10.118339538574219,71.15966033935547
0.33,10.37200927734375,70.84381103515625
0.34,10.710220336914062,70.71376037597656
0.35,10.710220336914062,70.71376037597656
0.36,10.96124267578125,70.19353485107422
0.37,11.804145812988281,70.19353485107422
0.38,12.05780029296875,70.19353485107422
0.39,12.477935791015625,69.97986602783203
0.4,12.562492370605469,69.97986602783203
0.41,12.562492370605469,70.19353485107422
0.42,13.320831298828125,70.52796173095703
0.43,13.489944458007812,70.52796173095703
0.44,13.574493408203125,70.54653930664062
0.45,13.659049987792969,70.79736328125
0.46,15.513961791992188,70.79736328125
0.47,15.513961791992188,71.01102447509766
0.48,15.513961791992188,71.07605743408203
0.49,15.683067321777344,71.07605743408203
0.5,16.356849670410156,71.07605743408203
0.51,16.356849670410156,71.01102447509766
0.52,16.86418914794922,71.01102447509766
0.53,16.356849670410156,71.07605743408203
0.54,16.356849670410156,71.01102447509766
0.55,16.356849670410156,70.90884399414062
0.56,16.525962829589844,70.90884399414062
0.57,16.94609832763672,70.78807067871094
0.58,17.45342254638672,70.51866912841797
0.59,18.80364227294922,70.7230453491211
0.6,19.308326721191406,70.7230453491211
0.61,19.64655303955078,70.51866912841797
0.62,19.81566619873047,70.48151397705078
0.63,20.91222381591797,70.48151397705078
0.64,21.081336975097656,70.48151397705078
0.65,21.24779510498047,70.37004089355469
0.66,21.24779510498047,70.37004089355469
0.67,22.00878143310547,70.37004089355469
0.68,22.26244354248047,70.25855255126953
0.69,22.431556701660156,70.25855255126953
0.7,22.431556701660156,70.28642272949219
0.71,23.274452209472656,70.25855255126953
0.72,23.274452209472656,70.25855255126953
0.73,23.610023498535156,70.21210479736328
0.74,23.610023498535156,70.21210479736328
0.75,24.032798767089844,70.19353485107422
0.76,24.286460876464844,70.19353485107422
0.77,25.129356384277344,70.19353485107422
0.78,25.72124481201172,70.08204650878906
0.79,25.80579376220703,70.08204650878906
0.8,26.144004821777344,70.08204650878906
0.81,26.56414031982422,69.84051513671875
0.82,27.998924255371094,69.84051513671875
0.83,27.998924255371094,69.76619720458984
0.84,28.844459533691406,70.08204650878906
0.85,28.844459533691406,69.78478240966797
0.86,28.844459533691406,69.76619720458984
0.87,29.351783752441406,69.76619720458984
0.88,29.856468200683594,69.76619720458984
0.89,30.02558135986328,69.78478240966797
0.9,30.19469451904297,69.78478240966797
0.91,30.363792419433594,69.78478240966797
0.92,31.124794006347656,69.85909271240234
0.93,32.13678741455078,69.78478240966797
0.94,32.55956268310547,69.85909271240234
0.95,32.55956268310547,70.02630615234375
0.96,32.89777374267578,70.02630615234375
0.97,34.839881896972656,69.85909271240234
0.98,35.43177032470703,69.85909271240234
0.99,35.600868225097656,69.85909271240234
1.0,36.361854553222656,69.67330169677734
1.01,36.44641876220703,69.67330169677734
1.02,36.69744110107422,69.67330169677734
1.03,37.373863220214844,69.31099700927734
1.04,37.627540588378906,69.31099700927734
1.05,38.30396270751953,69.67330169677734
1.06,39.23406219482422,69.31099700927734
1.07,39.57227325439453,69.31099700927734
1.08,39.910499572753906,69.67330169677734
1.09,40.83794403076172,69.67330169677734
1.1,42.190818786621094,69.67330169677734
1.11,42.61359405517578,70.06346893310547
1.12,42.78270721435547,70.06346893310547
1.13,42.951820373535156,70.06346893310547
1.14,43.03636932373047,70.06346893310547
1.15,43.62824249267578,70.06346893310547
1.16,44.05101776123047,70.06346893310547
1.17,46.08031463623047,68.89295959472656
1.18,46.92584991455078,68.89295959472656
1.19,46.92584991455078,68.89295959472656
1.2,47.264076232910156,68.89295959472656
1.21,47.60230255126953,68.53995513916016
1.22,48.61957550048828,68.53995513916016
1.23,49.718788146972656,69.31099700927734
1.24,49.80333709716797,69.31099700927734
1.25,50.479774475097656,69.31099700927734
1.26,51.57897186279297,70.01702880859375
1.27,52.08631134033203,70.01702880859375
1.28,52.08631134033203,70.01702880859375
1.29,53.357261657714844,70.42577362060547
1.3,53.78003692626953,70.42577362060547
1.31,55.72478485107422,70.01702880859375
1.32,55.978431701660156,70.01702880859375
1.33,56.48841094970703,70.01702880859375
1.34,56.99573516845703,69.45034790039062
1.35,57.41851043701172,69.45034790039062
1.36,57.92583465576172,69.45034790039062
1.37,59.70410919189453,69.45034790039062
1.38,59.95777130126953,69.45034790039062
1.39,60.04497528076172,69.45034790039062
1.4,60.80596160888672,71.28972625732422
1.41,61.56694793701172,71.01102447509766
1.42,61.65149688720703,71.01102447509766
1.43,61.736061096191406,71.01102447509766
1.44,63.51433563232422,71.01102447509766
1.45,63.601539611816406,71.01102447509766
1.46,63.855201721191406,69.45964050292969
1.47,65.2952651977539,69.45964050292969
1.48,65.9717025756836,69.45964050292969
1.49,67.1581039428711,69.45964050292969
1.5,67.1581039428711,69.45964050292969
1.51,67.5835189819336,69.45964050292969
1.52,68.34449005126953,69.45964050292969
1.53,69.1081314086914,68.64213562011719
1.54,69.7872085571289,68.64213562011719
1.55,70.12541961669922,68.64213562011719
1.56,70.88640594482422,68.64213562011719
1.57,71.2272720336914,68.64213562011719
1.58,72.49822235107422,69.31099700927734
1.59,72.92363739013672,69.31099700927734
1.6,74.36370086669922,69.31099700927734
1.61,74.44824981689453,69.31099700927734
1.62,75.04277801513672,69.37602996826172
1.63,75.04277801513672,69.37602996826172
1.64,77.33365631103516,69.37602996826172
1.65,77.84099578857422,70.23997497558594
1.66,77.92554473876953,70.23997497558594
1.67,79.19913482666016,70.23997497558594
1.68,79.19913482666016,69.37602996826172
