ts,latitude,longitude,satellites
-0.71,39.389923095703125,-8.289730072021484,6
-0.31,39.389923095703125,-8.2897310256958,6
-0.11,39.389923095703125,-8.2897310256958,6
0.09,39.389923095703125,-8.2897310256958,6
60.19,39.389923095703125,-8.2897310256958,6
61.29,39.389923095703125,-8.2897310256958,5
61.69,39.389923095703125,-8.2897310256958,5
63.59,39.389923095703125,-8.2897310256958,5
64.29,39.389923095703125,-8.2897310256958,4
64.49,39.389923095703125,-8.2897310256958,5
65.49,39.389923095703125,-8.2897310256958,4
66.09,39.389923095703125,-8.2897310256958,5
66.49,39.389923095703125,-8.2897310256958,4
66.59,39.389923095703125,-8.2897310256958,5
66.89,39.389923095703125,-8.2897310256958,4
67.09,39.389923095703125,-8.2897310256958,5
67.49,39.389923095703125,-8.2897310256958,4
68.49,39.389923095703125,-8.2897310256958,5
68.89,39.389923095703125,-8.2897310256958,4
69.29,39.389923095703125,-8.2897310256958,5
69.49,39.389923095703125,-8.2897310256958,4
70.49,39.389923095703125,-8.2897310256958,5
71.49,39.389923095703125,-8.2897310256958,4
72.59,39.389923095703125,-8.2897310256958,4
73.29,39.389923095703125,-8.2897310256958,5
74.49,39.389923095703125,-8.2897310256958,5
75.49,39.389923095703125,-8.2897310256958,4
77.69,39.389923095703125,-8.2897310256958,6
78.89,39.38557815551758,-8.285608291625977,4
79.09,39.385589599609375,-8.28559684753418,6
79.29,39.385597229003906,-8.285564422607422,6
79.49,39.385597229003906,-8.285564422607422,5
81.29,39.385711669921875,-8.28552532196045,4
82.09,39.385711669921875,-8.28552532196045,4
83.49,39.385711669921875,-8.28552532196045,4
83.69,39.38584899902344,-8.28554630279541,4
83.89,39.38584899902344,-8.28554630279541,5
85.49,39.38584899902344,-8.28554630279541,5
85.69,39.38584899902344,-8.28554630279541,6
87.49,39.38584899902344,-8.28554630279541,5
88.09,39.38584899902344,-8.28554630279541,4
88.29,39.38584899902344,-8.28554630279541,5
89.49,39.38584899902344,-8.28554630279541,5
91.49,39.38584899902344,-8.28554630279541,4
91.89,39.38631057739258,-8.285515785217285,4
92.49,39.38631057739258,-8.285515785217285,5
93.59,39.38631057739258,-8.285515785217285,6
98.69,39.38631057739258,-8.285515785217285,6
99.49,39.38631057739258,-8.285515785217285,4
100.89,39.38631057739258,-8.285515785217285,4
101.89,39.386863708496094,-8.285381317138672,4
102.29,39.38689041137695,-8.285378456115723,5
102.39,39.38689041137695,-8.285378456115723,5
102.69,39.38689041137695,-8.285378456115723,4
102.89,39.38689041137695,-8.285378456115723,5
103.49,39.38689041137695,-8.285378456115723,6
104.39,39.38689041137695,-8.285378456115723,4
105.29,39.38689041137695,-8.285378456115723,6
105.49,39.38689041137695,-8.285378456115723,5
107.69,39.38689041137695,-8.285378456115723,6
107.89,39.38689041137695,-8.285378456115723,5
108.39,39.38689041137695,-8.285378456115723,4
109.49,39.38689041137695,-8.285378456115723,5
110.39,39.38689041137695,-8.285378456115723,4
112.29,39.387332916259766,-8.28528118133545,4
112.39,39.387332916259766,-8.28528118133545,5
112.69,39.3873405456543,-8.285294532775879,5
112.89,39.38734817504883,-8.285300254821777,5
113.29,39.38734817504883,-8.285300254821777,5
113.49,39.38734817504883,-8.285300254821777,4
114.09,39.38734817504883,-8.285300254821777,5
114.29,39.38734817504883,-8.285300254821777,4
114.39,39.38734817504883,-8.285300254821777,5
115.29,39.38734817504883,-8.285300254821777,4
115.49,39.38734817504883,-8.285300254821777,5
116.39,39.38734817504883,-8.285300254821777,4
116.69,39.38751983642578,-8.285165786743164,4
116.89,39.38753890991211,-8.285161018371582,5
117.09,39.38753890991211,-8.285161018371582,5
117.59,39.38753890991211,-8.285161018371582,4
119.69,39.38753890991211,-8.285161018371582,5
120.39,39.38753890991211,-8.285161018371582,4
121.69,39.387779235839844,-8.285038948059082,4
121.89,39.387794494628906,-8.285093307495117,5
122.09,39.3878059387207,-8.285122871398926,5
122.29,39.3878059387207,-8.285122871398926,5
122.39,39.3878059387207,-8.285122871398926,4
122.69,39.3878059387207,-8.285122871398926,5
122.89,39.3878059387207,-8.285122871398926,4
123.09,39.38786315917969,-8.285140991210938,5
123.29,39.387874603271484,-8.285139083862305,5
123.69,39.387874603271484,-8.285139083862305,6
124.39,39.387874603271484,-8.285139083862305,5
126.39,39.387874603271484,-8.285139083862305,5
127.89,39.38812255859375,-8.285157203674316,5
128.09,39.38812255859375,-8.285157203674316,6
128.39,39.38812255859375,-8.285157203674316,5
129.29,39.38822555541992,-8.28522777557373,5
129.49,39.38822555541992,-8.28522777557373,6
129.89,39.388267517089844,-8.285253524780273,6
130.39,39.388267517089844,-8.285253524780273,6
131.59,39.388267517089844,-8.285253524780273,5
133.59,39.388267517089844,-8.285253524780273,6
134.29,39.388267517089844,-8.285253524780273,5
134.89,39.38856506347656,-8.28538703918457,5
135.09,39.388572692871094,-8.285391807556152,6
135.59,39.388572692871094,-8.285391807556152,6
136.09,39.38859939575195,-8.285417556762695,6
136.59,39.388607025146484,-8.285429000854492,6
137.49,39.388607025146484,-8.285429000854492,5
137.89,39.38864517211914,-8.285505294799805,5
138.09,39.38864517211914,-8.285505294799805,6
138.29,39.38864517211914,-8.285505294799805,5
139.59,39.388710021972656,-8.285567283630371,5
140.09,39.38875198364258,-8.285595893859863,5
140.29,39.38875198364258,-8.285595893859863,5
140.69,39.3887825012207,-8.285609245300293,5
141.19,39.3888053894043,-8.285618782043457,5
141.89,39.38885498046875,-8.285628318786621,5
142.29,39.388877868652344,-8.285621643066406,5
142.69,39.38890075683594,-8.285603523254395,5
143.09,39.38893127441406,-8.285591125488281,5
143.29,39.388946533203125,-8.285582542419434,5
143.89,39.388999938964844,-8.285553932189941,5
144.09,39.389015197753906,-8.285541534423828,5
144.29,39.38903045654297,-8.285527229309082,5
144.49,39.38903045654297,-8.285527229309082,5
145.49,39.38903045654297,-8.285527229309082,5
146.09,39.38916778564453,-8.285438537597656,5
146.29,39.38916778564453,-8.285438537597656,6
147.49,39.38927459716797,-8.285409927368164,6
147.89,39.38930130004883,-8.285400390625,6
148.09,39.389312744140625,-8.285393714904785,6
148.29,39.38932418823242,-8.28538703918457,6
148.69,39.389347076416016,-8.285370826721191,6
148.89,39.38935470581055,-8.285358428955078,6
149.29,39.38936996459961,-8.285338401794434,6
149.49,39.38937759399414,-8.285329818725586,6
149.69,39.38938522338867,-8.285320281982422,6
149.89,39.3893928527832,-8.285308837890625,6
150.09,39.38939666748047,-8.285297393798828,6
150.29,39.389400482177734,-8.28528881072998,6
150.69,39.38941192626953,-8.285273551940918,6
150.89,39.3894157409668,-8.285270690917969,6
151.09,39.38942337036133,-8.28526496887207,6
151.29,39.389427185058594,-8.285260200500488,6
151.69,39.389427185058594,-8.285242080688477,6
151.89,39.38943099975586,-8.285239219665527,6
152.09,39.389434814453125,-8.285235404968262,6
152.29,39.38943862915039,-8.285231590270996,6
152.49,39.38943862915039,-8.285225868225098,6
152.69,39.389442443847656,-8.2852201461792,6
153.59,39.389442443847656,-8.2852201461792,6
154.09,39.389469146728516,-8.285207748413086,6
154.29,39.389469146728516,-8.285207748413086,6
154.49,39.38947677612305,-8.28520393371582,6
154.69,39.38948440551758,-8.285198211669922,6
154.89,39.38949203491211,-8.285196304321289,6
155.09,39.389495849609375,-8.285192489624023,6
155.29,39.38949966430664,-8.28519058227539,6
155.49,39.38950729370117,-8.285189628601074,6
155.69,39.38951110839844,-8.285189628601074,6
155.89,39.3895149230957,-8.285188674926758,6
156.09,39.38951873779297,-8.28519344329834,6
156.29,39.38951873779297,-8.285196304321289,6
156.49,39.389522552490234,-8.285197257995605,6
157.59,39.389522552490234,-8.285197257995605,6
161.29,39.389705657958984,-8.285305976867676,6
161.69,39.38971710205078,-8.285314559936523,6
161.89,39.38972473144531,-8.28531551361084,6
162.09,39.389732360839844,-8.285318374633789,6
162.19,39.389732360839844,-8.285318374633789,6
162.29,39.38974380493164,-8.285320281982422,6
162.69,39.3897590637207,-8.285322189331055,6
162.89,39.389766693115234,-8.285322189331055,6
163.09,39.389774322509766,-8.285320281982422,6
163.29,39.38978576660156,-8.28531551361084,6
163.59,39.38978576660156,-8.28531551361084,6
164.09,39.38980484008789,-8.285290718078613,6
164.19,39.38980484008789,-8.285290718078613,6
164.29,39.389808654785156,-8.28528881072998,6
164.69,39.38981628417969,-8.285286903381348,6
164.89,39.38982391357422,-8.285285949707031,6
165.09,39.389827728271484,-8.285284042358398,6
165.29,39.38983154296875,-8.285284996032715,6
165.69,39.38984298706055,-8.28528881072998,6
165.89,39.38984680175781,-8.285289764404297,6
166.09,39.389854431152344,-8.285293579101562,6
166.19,39.389854431152344,-8.285293579101562,6
166.29,39.389862060546875,-8.285296440124512,6
166.49,39.389869689941406,-8.285297393798828,6
166.69,39.38987731933594,-8.285299301147461,6
166.89,39.3898811340332,-8.285301208496094,6
167.09,39.389888763427734,-8.285303115844727,6
167.29,39.389896392822266,-8.28530502319336,6
167.69,39.38991165161133,-8.285306930541992,6
167.89,39.389915466308594,-8.285309791564941,6
168.09,39.389923095703125,-8.285311698913574,6
